nama_makanan,kategori_makanan,jenis_kemasan,lokasi_penyimpanan,sudah_terbuka,hari_berakhir,hari_sejak_dibuka,sisa_hari,label,cara_simpan
Sereal Granola,Produk Kering,Karton,Suhu Ruang,0,354,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Biskuit Marie,Produk Kering,Plastik,Suhu Ruang,1,71,3,4,Segera,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Sosis Ikan,Produk Protein,Plastik,Pendingin,1,40,3,0,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Nugget Udang,Produk Protein,Plastik,Pembeku,1,155,3,0,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Nugget Udang,Produk Protein,Plastik,Pembeku,0,158,1,2,Segera,Simpan dalam pembeku pada suhu -18°C atau lebih rendah agar kualitas terjaga.
Minuman Energi,Produk Minuman,Kaleng,Suhu Ruang,0,102,0,100,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Yogurt Kefir,Produk Olahan Susu,Botol Kaca,Pendingin,1,15,8,-5,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Sereal Muesli,Produk Kering,Karton,Suhu Ruang,1,151,12,-3,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Susu Kedelai,Produk Olahan Susu,Karton,Pendingin,0,31,0,32,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Mie Instan Soto,Produk Kering,Plastik,Suhu Ruang,1,54,3,-3,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Susu Uht Stroberi,Produk Olahan Susu,Karton,Pendingin,1,54,4,-3,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Sereal Granola,Produk Kering,Karton,Suhu Ruang,0,204,0,206,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Biskuit Crackers,Produk Kering,Plastik,Suhu Ruang,0,81,0,79,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Sereal Granola,Produk Kering,Karton,Suhu Ruang,1,312,12,2,Segera,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Nanas Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,1,390,5,-2,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Keju Cream Cheese,Produk Olahan Susu,Karton,Pendingin,1,49,11,3,Segera,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Biskuit Sandwich,Produk Kering,Plastik,Suhu Ruang,1,22,1,4,Segera,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Air Soda,Produk Minuman,Plastik,Suhu Ruang,0,298,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Teh Botol,Produk Minuman,Botol Kaca,Suhu Ruang,1,352,3,0,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Biskuit Crackers,Produk Kering,Plastik,Suhu Ruang,1,166,11,-4,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Nanas Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,1,496,3,0,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Sosis Frankfurter,Produk Protein,Plastik,Pendingin,1,33,8,-1,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Jus Sirsak,Produk Minuman,Karton,Pendingin,0,20,0,23,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Minuman Energi,Produk Minuman,Kaleng,Suhu Ruang,0,304,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Jus Jambu,Produk Minuman,Karton,Pendingin,0,62,0,60,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Mie Instan Soto,Produk Kering,Plastik,Suhu Ruang,1,348,1,-1,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Pendingin,0,169,0,165,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Sereal Coklat,Produk Kering,Karton,Suhu Ruang,1,341,4,17,Segar,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Minuman Energi,Produk Minuman,Kaleng,Suhu Ruang,1,322,6,-5,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Teh Kotak Hijau,Produk Minuman,Karton,Suhu Ruang,1,97,4,-3,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Nugget Udang,Produk Protein,Plastik,Pembeku,0,165,2,1,Segera,Simpan dalam pembeku pada suhu -18°C atau lebih rendah agar kualitas terjaga.
Nugget Ayam,Produk Protein,Plastik,Pembeku,1,170,8,-5,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Leci Dalam Sirup,Produk Kaleng,Kaleng,Suhu Ruang,1,0,7,-4,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Pendingin,1,21,8,-5,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Sereal Oat,Produk Kering,Karton,Suhu Ruang,1,346,9,21,Segar,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Nugget Ayam,Produk Protein,Plastik,Pembeku,0,75,0,78,Segar,Simpan dalam pembeku pada suhu -18°C atau lebih rendah agar kualitas terjaga.
Nugget Sayuran,Produk Protein,Plastik,Pembeku,1,129,2,1,Segera,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Sereal Muesli,Produk Kering,Karton,Suhu Ruang,1,217,12,3,Segera,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Sosis Ikan,Produk Protein,Plastik,Pendingin,1,35,1,2,Segera,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Nugget Tempe,Produk Protein,Plastik,Pembeku,0,22,0,25,Segar,Simpan dalam pembeku pada suhu -18°C atau lebih rendah agar kualitas terjaga.
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Suhu Ruang,1,106,7,23,Segar,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Jus Sirsak,Produk Minuman,Karton,Pendingin,0,163,0,167,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Susu Bubuk Coklat,Produk Olahan Susu,Karton,Suhu Ruang,1,231,7,23,Segar,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Biskuit Oatmeal,Produk Kering,Plastik,Suhu Ruang,0,100,0,105,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Air Soda,Produk Minuman,Plastik,Suhu Ruang,1,170,6,-5,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Sereal Cornflakes,Produk Kering,Karton,Suhu Ruang,1,33,12,-4,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Sereal Muesli,Produk Kering,Karton,Suhu Ruang,1,167,9,21,Segar,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Yogurt Blueberry,Produk Olahan Susu,Plastik,Pendingin,0,0,0,2,Segera,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Keju Cream Cheese,Produk Olahan Susu,Karton,Pendingin,1,24,3,11,Segar,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Soda Lemon,Produk Minuman,Kaleng,Suhu Ruang,0,77,0,82,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Susu Uht Coklat,Produk Olahan Susu,Karton,Pendingin,1,6,1,0,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Biskuit Sandwich,Produk Kering,Plastik,Suhu Ruang,0,2,0,5,Segera,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Susu Kental Manis Coklat,Produk Olahan Susu,Kaleng,Pendingin,0,404,0,250,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Susu Kedelai,Produk Olahan Susu,Kardus,Pendingin,1,151,10,-5,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Rambutan Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,0,250,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Biskuit Oatmeal,Produk Kering,Plastik,Suhu Ruang,1,92,12,-5,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Susu Evaporasi,Produk Olahan Susu,Kaleng,Pendingin,0,504,0,-50,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Susu Uht Full Cream,Produk Olahan Susu,Karton,Pendingin,1,107,9,-2,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Nugget Tempe,Produk Protein,Plastik,Pembeku,0,55,0,52,Segar,Simpan dalam pembeku pada suhu -18°C atau lebih rendah agar kualitas terjaga.
Nugget Tempe,Produk Protein,Plastik,Pembeku,0,15,0,18,Segar,Simpan dalam pembeku pada suhu -18°C atau lebih rendah agar kualitas terjaga.
Nugget Ayam,Produk Protein,Plastik,Pembeku,0,74,0,78,Segar,Simpan dalam pembeku pada suhu -18°C atau lebih rendah agar kualitas terjaga.
Susu Uht Coklat,Produk Olahan Susu,Karton,Pendingin,1,206,5,-4,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Sosis Ayam,Produk Protein,Plastik,Pendingin,1,28,9,-4,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Susu Uht Vanila,Produk Olahan Susu,Karton,Pendingin,0,206,0,210,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Teh Kotak Jasmine,Produk Minuman,Karton,Suhu Ruang,0,7,0,4,Segera,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Air Soda,Produk Minuman,Plastik,Suhu Ruang,1,158,6,-5,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Persik Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,1,134,6,-3,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Keju Mozzarella,Produk Olahan Susu,Plastik,Pendingin,0,26,0,28,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Mangga Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,1,137,2,1,Segera,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Nanas Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,0,499,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Yogurt Greek,Produk Olahan Susu,Plastik,Pendingin,1,15,1,4,Segera,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Rambutan Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,1,504,8,-5,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Susu Kedelai,Produk Olahan Susu,Karton,Pendingin,0,105,0,104,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Sosis Ikan,Produk Protein,Plastik,Pendingin,1,30,4,-1,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Nanas Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,1,42,6,-3,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Sosis Sapi,Produk Protein,Plastik,Pendingin,1,40,9,-4,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Suhu Ruang,0,96,0,94,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Biskuit Oreo,Produk Kering,Plastik,Suhu Ruang,1,45,1,6,Segera,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Mie Instan Soto,Produk Kering,Plastik,Suhu Ruang,1,221,2,-2,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Suhu Ruang,0,338,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Yogurt Plain,Produk Olahan Susu,Plastik,Pendingin,1,4,10,-5,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Mangga Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,0,330,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Susu Bubuk Skim,Produk Olahan Susu,Karton,Suhu Ruang,0,468,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Teh Botol,Produk Minuman,Botol Kaca,Suhu Ruang,0,173,0,170,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Susu Uht Coklat,Produk Olahan Susu,Kardus,Pendingin,1,28,1,0,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Mangga Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,0,279,8,-5,Kadaluwarsa,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Sosis Sapi,Produk Protein,Plastik,Pendingin,1,33,9,-4,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Persik Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,0,120,0,124,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Yogurt Kefir,Produk Olahan Susu,Botol Kaca,Pendingin,0,12,0,14,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Biskuit Sandwich,Produk Kering,Plastik,Suhu Ruang,0,77,0,78,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Biskuit Mentega,Produk Kering,Kaleng,Suhu Ruang,0,78,0,75,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Yogurt Greek,Produk Olahan Susu,Plastik,Pendingin,0,8,0,10,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Minuman Energi,Produk Minuman,Kaleng,Suhu Ruang,1,146,1,0,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Ikan Salmon,Produk Kaleng,Kaleng,Suhu Ruang,0,470,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Biskuit Marie,Produk Kering,Plastik,Suhu Ruang,0,145,0,149,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Mie Instan Goreng,Produk Kering,Plastik,Suhu Ruang,1,47,4,-4,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Buah Cocktail,Produk Kaleng,Kaleng,Suhu Ruang,1,303,6,-3,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Mie Instan Ayam,Produk Kering,Plastik,Suhu Ruang,1,172,5,-5,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Biskuit Sandwich,Produk Kering,Plastik,Suhu Ruang,1,179,6,-1,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Suhu Ruang,0,504,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Susu Uht Low Fat,Produk Olahan Susu,Karton,Pendingin,0,46,0,49,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Susu Uht Coklat,Produk Olahan Susu,Karton,Pendingin,1,50,2,-1,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Teh Botol,Produk Minuman,Botol Kaca,Suhu Ruang,0,98,0,94,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Yogurt Stroberi,Produk Olahan Susu,Plastik,Pendingin,1,10,3,0,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Minuman Isotonik,Produk Minuman,Plastik,Suhu Ruang,1,163,2,-1,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Nanas Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,1,0,2,1,Segera,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Cola Original,Produk Minuman,Kaleng,Suhu Ruang,1,181,2,-1,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Yogurt Blueberry,Produk Olahan Susu,Plastik,Pendingin,1,8,2,1,Segera,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Mie Instan Goreng,Produk Kering,Plastik,Suhu Ruang,0,295,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Keju Parmesan,Produk Olahan Susu,Plastik,Pendingin,1,292,12,-3,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Minuman Energi,Produk Minuman,Kaleng,Suhu Ruang,0,257,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Mie Instan Ayam,Produk Kering,Plastik,Suhu Ruang,1,322,4,-4,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Suhu Ruang,1,451,12,-2,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Pendingin,1,294,9,5,Segera,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Susu Uht Full Cream,Produk Olahan Susu,Karton,Pendingin,0,123,0,124,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Jus Nanas,Produk Minuman,Karton,Pendingin,0,96,0,97,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Jus Nanas,Produk Minuman,Karton,Pendingin,1,103,6,-1,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Sosis Frankfurter,Produk Protein,Plastik,Pendingin,1,0,3,2,Segera,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Sosis Frankfurter,Produk Protein,Plastik,Pendingin,1,73,11,-4,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Biskuit Oatmeal,Produk Kering,Plastik,Suhu Ruang,1,96,7,0,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Susu Bubuk Bayi,Produk Olahan Susu,Kardus,Suhu Ruang,0,44,0,41,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Suhu Ruang,0,339,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Nugget Sapi,Produk Protein,Plastik,Pembeku,0,62,0,66,Segar,Simpan dalam pembeku pada suhu -18°C atau lebih rendah agar kualitas terjaga.
Biskuit Mentega,Produk Kering,Kaleng,Suhu Ruang,0,292,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Nugget Udang,Produk Protein,Plastik,Pembeku,0,5,0,7,Segera,Simpan dalam pembeku pada suhu -18°C atau lebih rendah agar kualitas terjaga.
Keju Parmesan,Produk Olahan Susu,Plastik,Pendingin,1,56,12,14,Segar,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Susu Uht Coklat,Produk Olahan Susu,Karton,Pendingin,0,225,0,221,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
